Subject,Course Number,Section,Course Title,Credit Hours,Instructor,Attributes,Meeting 1 Days,Meeting 1 Start Time,Meeting 1 End Time,Meeting 1 Class Type,Meeting 1 Building,Meeting 1 Room,Meeting 1 Start Date,Meeting 1 End Date,Meeting 2 Days,Meeting 2 Start Time,Meeting 2 End Time,Meeting 2 Class Type,Meeting 2 Building,Meeting 2 Room,Meeting 2 Start Date,Meeting 2 End Date,Meeting 3 Days,Meeting 3 Start Time,Meeting 3 End Time,Meeting 3 Class Type,Meeting 3 Building,Meeting 3 Room,Meeting 3 Start Date,Meeting 3 End Date
AAH,1010,001,Survey of Art and Architectural History I,3,Beth Ann Lauritis (Primary),Arts & Hum Non-Lit Gen Ed Req,Tuesday Thursday,11:00  AM,12:15  PM,Class,Lee Hall,111,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AAH,1010,002,Surv of Art & Arch I (HON),3,Beth Ann Lauritis (Primary),Arts & Hum Non-Lit Gen Ed Req,Tuesday Thursday,11:00  AM,12:15  PM,Class,Lee Hall,111,08/20/2025,12/12/2025,Thursday,05:00  PM,06:00  PM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AAH,2050,001,History and Theory of Art I,3,Beth Ann Lauritis (Primary),,Tuesday Thursday,12:30  PM,01:45  PM,Class,Lee Hall,100,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AAH,3050,001,Contemporary Art History,3,Andrea V Feeser (Primary),GlobalChall Gen Ed Req,Tuesday Thursday,12:30  PM,01:45  PM,Class,Watt Family Innovation Center,310,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AAH,4110,001,Directed Research in Art History I,3,,Variable Title,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AAH,4110,002,Directed Research in Art History I,3,,Variable Title,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AAH,4300,001,Twentieth Century Art I,3,Andrea V Feeser (Primary),Consent Required,Tuesday,05:00  PM,07:30  PM,Class,Watt Family Innovation Center,310,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AAH,6110,001,Directed Research in Art History I,3,,Variable Title,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AAH,6110,002,Directed Research in Art History I,3,,Variable Title,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AAH,6300,001,Twentieth Century Art I,3,Andrea V Feeser (Primary),Consent Required,Tuesday,05:00  PM,07:30  PM,Class,Watt Family Innovation Center,310,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,001,Financial Accounting Concepts,3,Joseph Achinapura (Primary),Ethical Judgement Gen Ed,Monday Wednesday Friday,08:00  AM,08:50  AM,Class,Powers College of Business,G019,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,002,Financial Accounting Concepts,3,Joseph Achinapura (Primary),Ethical Judgement Gen Ed,Monday Wednesday Friday,09:05  AM,09:55  AM,Class,Powers College of Business,G019,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,003,Financial Accounting Concepts,3,Julie H Grant (Primary),Ethical Judgement Gen Ed,Monday Wednesday Friday,09:05  AM,09:55  AM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,004,Financial Accounting Concepts,3,Julie H Grant (Primary),Ethical Judgement Gen Ed,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,005,Financial Accounting Concepts,3,Joseph Achinapura (Primary),Ethical Judgement Gen Ed,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Powers College of Business,G029,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,006,Financial Accounting Concepts,3,Joseph Achinapura (Primary),Ethical Judgement Gen Ed,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Powers College of Business,G019,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,007,Financial Accounting Concepts,3,Julie H Grant (Primary),Ethical Judgement Gen Ed,Monday Wednesday Friday,12:20  PM,01:10  PM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,008,Financial Accounting Concepts,3,Julie H Grant (Primary),Ethical Judgement Gen Ed,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,009,Financial Accounting Concepts,3,Jeffrey J McMillan (Primary),Ethical Judgement Gen Ed,Monday Wednesday,02:30  PM,03:45  PM,Class,Powers College of Business,G019,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,010,Financial Accounting Concepts,3,Jeffrey J McMillan (Primary),Ethical Judgement Gen Ed,Monday Wednesday,04:00  PM,05:15  PM,Class,Powers College of Business,G019,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,011,Financial Accounting Concepts,3,Carl W Hollingsworth (Primary),Ethical Judgement Gen Ed,Monday Wednesday,04:00  PM,05:15  PM,Class,Powers College of Business,G029,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,012,Financial Accounting Concepts,3,Charles A Tegen (Primary),Ethical Judgement Gen Ed,Tuesday Thursday,08:00  AM,09:15  AM,Class,Sirrine Hall,208,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,013,Financial Accounting Concepts,3,Charles A Tegen (Primary),Ethical Judgement Gen Ed,Tuesday Thursday,09:30  AM,10:45  AM,Class,Sirrine Hall,208,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,014,Financial Accounting Concepts,3,,Ethical Judgement Gen Ed,Tuesday Thursday,11:00  AM,12:15  PM,Class,Sirrine Hall,102,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,015,Financial Accounting Concepts,3,,Ethical Judgement Gen Ed,Tuesday Thursday,12:30  PM,01:45  PM,Class,Sirrine Hall,208,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,018,Financial Accounting Concepts,3,,Ethical Judgement Gen Ed,Monday Wednesday Friday,11:15  AM,12:05  PM,Class,Powers College of Business,G019,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,019,Financial Accounting Concepts,3,,Ethical Judgement Gen Ed,Monday Wednesday Friday,12:20  PM,01:10  PM,Class,Powers College of Business,G019,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,020,Financial Accounting Concepts,3,Caleb Jay Martin (Primary),Ethical Judgement Gen Ed,Monday Wednesday,07:15  PM,08:30  PM,Class,Powers College of Business,G019,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,104,Fin Accounting Concepts (HON),3,Julie H Grant (Primary),Ethical Judgement Gen Ed|Honors Course,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,400,Financial Accounting Concepts,3,Russ Madray (Primary),Ethical Judgement Gen Ed,Tuesday Thursday,08:00  AM,09:15  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,401,Financial Accounting Concepts,3,Russ Madray (Primary),Ethical Judgement Gen Ed,Tuesday Thursday,09:30  AM,10:45  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,402,Financial Accounting Concepts,3,Emily Suzanne McCorkle (Primary),Ethical Judgement Gen Ed,Tuesday Thursday,11:00  AM,12:15  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,410,Financial Accounting Concepts,3,Russ Madray (Primary),Ethical Judgement Gen Ed,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,411,Financial Accounting Concepts,3,Russ Madray (Primary),Ethical Judgement Gen Ed,None,12:01  PM,12:02  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2010,412,Financial Accounting Concepts,3,Emily Suzanne McCorkle (Primary),Ethical Judgement Gen Ed,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2020,001,Managerial Accounting Concepts,3,David Walter Garrison J Jr (Primary),,Monday Wednesday,02:30  PM,03:45  PM,Class,Tillman Hall,130,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2020,101,Mgr Acct Concepts (HON),3,Emily Suzanne McCorkle (Primary),Honors Course,Tuesday Thursday,09:30  AM,10:45  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2020,401,Managerial Accounting Concepts,3,Emily Suzanne McCorkle (Primary),,Tuesday Thursday,09:30  AM,10:45  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,2020,410,Managerial Accounting Concepts,3,Emily Suzanne McCorkle (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3030,001,Cost Accounting,3,Robin R Radtke (Primary),Business Course Fee,Tuesday Thursday,09:30  AM,10:45  AM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3030,002,Cost Accounting,3,Robin R Radtke (Primary),Business Course Fee,Tuesday Thursday,11:00  AM,12:15  PM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3030,003,Cost Accounting,3,Andy Weaver (Primary),Business Course Fee,Monday Wednesday Friday,09:05  AM,09:55  AM,Class,Sirrine Hall,208,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3030,004,Cost Accounting,3,Andy Weaver (Primary),Business Course Fee,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Sirrine Hall,208,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3030,005,Cost Accounting,3,Andy Weaver (Primary),Business Course Fee,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Sirrine Hall,106,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3030,006,Cost Accounting,3,Andy Weaver (Primary),Business Course Fee,Monday Wednesday Friday,12:20  PM,01:10  PM,Class,Sirrine Hall,106,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3030,007,Cost Accounting,3,Erin Michelle Hawkins (Primary),Business Course Fee,Tuesday Thursday,02:00  PM,03:15  PM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3030,008,Cost Accounting,3,Erin Michelle Hawkins (Primary),Business Course Fee,Tuesday Thursday,03:30  PM,04:45  PM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3030,107,Cost Accounting (HON),3,Erin Michelle Hawkins (Primary),Honors Course|Business Course Fee,Tuesday Thursday,02:00  PM,03:15  PM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3110,001,Intermediate Financial Accounting I,3,Peter James Schlicksup (Primary),Business Course Fee,Tuesday Thursday,08:00  AM,09:15  AM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3110,002,Intermediate Financial Accounting I,3,Peter James Schlicksup (Primary),Business Course Fee,Tuesday Thursday,09:30  AM,10:45  AM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3110,003,Intermediate Financial Accounting I,3,Annieka C Philo (Primary),Business Course Fee,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Powers College of Business,135,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3110,004,Intermediate Financial Accounting I,3,Annieka C Philo (Primary),Business Course Fee,Monday Wednesday Friday,12:20  PM,01:10  PM,Class,Sirrine Hall,316,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3110,005,Intermediate Financial Accounting I,3,Annieka C Philo (Primary),Business Course Fee,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Sirrine Hall,316,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3110,006,Intermediate Financial Accounting I,3,Brian Matthew Goodson (Primary),Business Course Fee,Tuesday Thursday,02:00  PM,03:15  PM,Class,Sirrine Hall,316,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3110,007,Intermediate Financial Accounting I,3,Brian Matthew Goodson (Primary),Business Course Fee,Tuesday Thursday,03:30  PM,04:45  PM,Class,Sirrine Hall,316,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3110,008,Intermediate Financial Accounting I,3,John Howard Ledbetter (Primary),Business Course Fee,Monday Wednesday,02:30  PM,03:45  PM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3110,009,Intermediate Financial Accounting I,3,John Howard Ledbetter (Primary),Business Course Fee,Monday Wednesday,04:00  PM,05:15  PM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3110,103,Intermediate Fin Acct I (HON),3,Annieka C Philo (Primary),Honors Course|Business Course Fee,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Powers College of Business,135,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3120,001,Intermediate Financial Accounting II,3,Craig Hawkins (Primary),Business Course Fee,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3120,002,Intermediate Financial Accounting II,3,Craig Hawkins (Primary),Business Course Fee,Monday Wednesday Friday,12:20  PM,01:10  PM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3120,003,Intermediate Financial Accounting II,3,Terry Daniel Knause (Primary),Business Course Fee,Tuesday Thursday,08:00  AM,09:15  AM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3120,004,Intermediate Financial Accounting II,3,Terry Daniel Knause (Primary),Business Course Fee,Tuesday Thursday,09:30  AM,10:45  AM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3120,005,Intermediate Financial Accounting II,3,Terry Daniel Knause (Primary),Business Course Fee,Tuesday Thursday,11:00  AM,12:15  PM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3120,006,Intermediate Financial Accounting II,3,Terry Daniel Knause (Primary),Business Course Fee,Tuesday Thursday,02:00  PM,03:15  PM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3120,007,Intermediate Financial Accounting II,3,Craig Hawkins (Primary),Business Course Fee,Monday Wednesday Friday,08:00  AM,08:50  AM,Class,Sirrine Hall,102,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3120,008,Intermediate Financial Accounting II,3,Craig Hawkins (Primary),Business Course Fee,Monday Wednesday Friday,09:05  AM,09:55  AM,Class,Sirrine Hall,102,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3120,104,Intermediate Fin Acct II (HON),3,Terry Daniel Knause (Primary),Honors Course|Business Course Fee,Tuesday Thursday,09:30  AM,10:45  AM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,001,Analytics for Accounting Decision Making,3,Jimmy Barnes (Primary),Business Course Fee,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,002,Analytics for Accounting Decision Making,3,Jimmy Barnes (Primary),Business Course Fee,Monday Wednesday Friday,11:15  AM,12:05  PM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,003,Analytics for Accounting Decision Making,3,Babak Mammadov (Primary),Business Course Fee,Monday Wednesday,02:30  PM,03:45  PM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,004,Analytics for Accounting Decision Making,3,Babak Mammadov (Primary),Business Course Fee,Monday Wednesday,04:00  PM,05:15  PM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,005,Analytics for Accounting Decision Making,3,Holly Rhiannion Hawk (Primary),Business Course Fee,Tuesday Thursday,08:00  AM,09:15  AM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,006,Analytics for Accounting Decision Making,3,Holly Rhiannion Hawk (Primary),Business Course Fee,Tuesday Thursday,09:30  AM,10:45  AM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,007,Analytics for Accounting Decision Making,3,Holly Rhiannion Hawk (Primary),Business Course Fee,Tuesday Thursday,11:00  AM,12:15  PM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,008,Analytics for Accounting Decision Making,3,Nicholas R. Krupa (Primary),Business Course Fee,Monday Wednesday Friday,08:00  AM,08:50  AM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,009,Analytics for Accounting Decision Making,3,Nicholas R. Krupa (Primary),Business Course Fee,Monday Wednesday Friday,10:10  AM,11:00  AM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,010,Analytics for Accounting Decision Making,3,Nicholas R. Krupa (Primary),Business Course Fee,Monday Wednesday Friday,11:15  AM,12:05  PM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,011,Analytics for Accounting Decision Making,3,Jimmy Barnes (Primary),Business Course Fee,Monday Wednesday Friday,01:25  PM,02:15  PM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3130,103,Analytics for Accounting (HON),3,Babak Mammadov (Primary),Honors Course|Business Course Fee,Monday Wednesday,02:30  PM,03:45  PM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3220,001,Accounting Information Systems,3,Ryan Christopher Polk (Primary),Business Course Fee,Tuesday Thursday,08:00  AM,09:15  AM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3220,002,Accounting Information Systems,3,Ryan Christopher Polk (Primary),Business Course Fee,Tuesday Thursday,12:30  PM,01:45  PM,Class,Powers College of Business,G019,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3220,003,Accounting Information Systems,3,Ryan Christopher Polk (Primary),Business Course Fee,Tuesday Thursday,02:00  PM,03:15  PM,Class,Powers College of Business,G019,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3220,004,Accounting Information Systems,3,,Business Course Fee,Monday Wednesday Friday,09:05  AM,09:55  AM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3220,005,Accounting Information Systems,3,,Business Course Fee,Monday Wednesday Friday,08:00  AM,08:50  AM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
