Subject,Course Number,Section,Course Title,Credit Hours,Instructor,Attributes,Meeting 1 Days,Meeting 1 Start Time,Meeting 1 End Time,Meeting 1 Class Type,Meeting 1 Building,Meeting 1 Room,Meeting 1 Start Date,Meeting 1 End Date,Meeting 2 Days,Meeting 2 Start Time,Meeting 2 End Time,Meeting 2 Class Type,Meeting 2 Building,Meeting 2 Room,Meeting 2 Start Date,Meeting 2 End Date,Meeting 3 Days,Meeting 3 Start Time,Meeting 3 End Time,Meeting 3 Class Type,Meeting 3 Building,Meeting 3 Room,Meeting 3 Start Date,Meeting 3 End Date
ACCT,3980,001,Creative Inquiry in Accounting,1 TO 4,Robin R Radtke (Primary),Creative Inquiry|Business Course Fee,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,3990,001,Internship in Accounting,3,Amy Powell Littleton (Primary),Consent Required|Business Course Fee,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4040,001,Individual Taxation,3,Courtney Elaine Yazzie (Primary),Business Course Fee,Monday Wednesday,02:30  PM,03:45  PM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4040,002,Individual Taxation,3,Courtney Elaine Yazzie (Primary),Business Course Fee,Monday Wednesday,04:00  PM,05:15  PM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4040,003,Individual Taxation,3,Jesse Gardner (Primary),Business Course Fee,Tuesday Thursday,11:00  AM,12:15  PM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4040,004,Individual Taxation,3,Jesse Gardner (Primary),Business Course Fee,Tuesday Thursday,12:30  PM,01:45  PM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4040,005,Individual Taxation,3,Jesse Gardner (Primary),Business Course Fee,Tuesday Thursday,02:00  PM,03:15  PM,Class,Powers College of Business,229,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4040,101,Individual Taxation (HON),3,Courtney Elaine Yazzie (Primary),Honors Course|Business Course Fee,Monday Wednesday,02:30  PM,03:45  PM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4080,001,Retirement and Estate Planning,3,John Howard Ledbetter (Primary),Business Course Fee,Tuesday Thursday,08:00  AM,09:15  AM,Class,Brackett Hall,438,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4100,001,Contemporary Reporting and Management Control Systems,3,Gregory Patrick McPhee (Primary),Business Course Fee,Tuesday Thursday,03:30  PM,04:45  PM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4100,002,Contemporary Reporting and Management Control Systems,3,Gregory Patrick McPhee (Primary),Business Course Fee,Tuesday Thursday,05:00  PM,06:15  PM,Class,Powers College of Business,227,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4150,001,Auditing,3,Jeremy Michael Vinson (Primary),Business Course Fee,Tuesday Thursday,09:30  AM,10:45  AM,Class,Sirrine Hall,306,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4150,002,Auditing,3,Jeremy Michael Vinson (Primary),Business Course Fee,Tuesday Thursday,12:30  PM,01:45  PM,Class,Powers College of Business,G026,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,4150,003,Auditing,3,Jeremy Michael Vinson (Primary),Business Course Fee,Tuesday Thursday,02:00  PM,03:15  PM,Class,Powers College of Business,225,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8510,001,Tax Research,3,David Walter Garrison J Jr (Primary),,Tuesday Thursday,10:45  AM,12:20  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8530,001,Advanced Accounting Problems,3,Suzanne Pearse (Primary),,Monday Wednesday,09:00  AM,10:35  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8530,002,Advanced Accounting Problems,3,Suzanne Pearse (Primary),,Monday Wednesday,10:45  AM,12:20  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8530,003,Advanced Accounting Problems,3,Suzanne Pearse (Primary),,Monday Wednesday,01:15  PM,02:50  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8560,001,CPA Exam Review-A,0,Phebian L Davis-Culler (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8570,001,CPA Exam Review-D,0,Phebian L Davis-Culler (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8580,001,CPA Exam Review-F,0,,,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8590,001,CPA Exam Review-R,0,Phebian L Davis-Culler (Primary),,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8620,001,Financial Auditing,3,Nancy Lee Harp (Primary),,Tuesday Thursday,09:00  AM,10:35  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8620,002,Financial Auditing,3,Nancy Lee Harp (Primary),,Tuesday Thursday,10:45  AM,12:20  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8630,001,Forensics and Analysis,3,Phebian L Davis-Culler (Primary),,Tuesday Thursday,10:45  AM,12:20  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8630,002,Forensics and Analysis,3,Phebian L Davis-Culler (Primary),,Tuesday Thursday,01:15  PM,02:50  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8680,001,Advanced Accounting Analytics,3,Marc Cussatt (Primary),,Monday Wednesday,10:45  AM,12:20  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8680,002,Advanced Accounting Analytics,3,Marc Cussatt (Primary),,Monday Wednesday,01:15  PM,02:50  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8680,003,Advanced Accounting Analytics,3,Marc Cussatt (Primary),,Monday Wednesday,03:00  PM,04:35  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACCT,8720,001,Taxation of Flowthrough Entities,3,David Walter Garrison J Jr (Primary),,Tuesday Thursday,09:00  AM,10:35  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AFLS,2090,001,"College of Agriculture, Forestry, and Life Sciences Entrepreneurship Seminar",1,,,Wednesday,06:00  PM,06:50  PM,Class,Lehotsky Hall,254,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,1020,001,Agricultural Education Freshman Seminar,1,Catherine A DiBenedetto (Primary),,Tuesday,02:00  PM,03:15  PM,Class,Poole Agricultural Center,A104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,2000,001,Agricultural Applications of Educational Technology,3,Kevin D Layfield (Primary),,Monday,04:30  PM,06:30  PM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,2001,001,Agricultural Applications of Educational Technology Laboratory,0,Kevin D Layfield (Primary),,Monday,06:31  PM,08:31  PM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,3030,001,Mechanical Technology for Agriculture Education,3,,,Tuesday Thursday,11:00  AM,11:50  AM,Class,Poole Agricultural Center,A104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,3031,001,Mechanical Technology for Agriculture Education Laboratory,0,,,Tuesday,04:50  PM,07:50  PM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,4000,001,Supervised Field Experience II,1,Catherine A DiBenedetto (Primary),,Thursday,05:00  PM,06:00  PM,Class,Poole Agricultural Center,A104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,4010,001,Instructional Methods in Agricultural Education,3,Catherine A DiBenedetto (Primary),Ethical Judgement Gen Ed,Monday,08:00  AM,09:55  AM,Class,Poole Agricultural Center,A104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,4011,002,Instructional Methods in Agricultural Education Laboratory,0,Catherine A DiBenedetto (Primary),,Monday,01:25  PM,04:25  PM,Class,Poole Agricultural Center,A104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,4070,001,Internship in Extension and Leadership Education,6 TO 12,Kevin D Layfield (Primary),Consent Required|Critical Thinking Gen Ed,None,00:01  AM,00:02  AM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,4230,001,Curriculum,3,Catherine A DiBenedetto (Primary),,Wednesday,08:00  AM,11:00  AM,Class,Poole Agricultural Center,A104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,4280,001,Special Studies in Agricultural Education,1 TO 3,,Variable Title,None,00:01  AM,00:02  AM,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,4280,002,Special Studies in Agricultural Education,1 TO 3,,Variable Title,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,6000,001,Supervised Field Experience II,1,Catherine A DiBenedetto (Primary),,Thursday,05:00  PM,06:00  PM,Class,Poole Agricultural Center,A104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,6010,001,Instructional Methods in Agricultural Education,3,Catherine A DiBenedetto (Primary),,Monday,08:00  AM,09:55  AM,Class,Poole Agricultural Center,A104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,6011,001,Instructional Methods in Agricultural Education Laboratory,0,Catherine A DiBenedetto (Primary),,Monday,01:25  PM,04:25  PM,Class,Poole Agricultural Center,A104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,6230,001,Curriculum,3,Catherine A DiBenedetto (Primary),,Wednesday,08:00  AM,11:00  AM,Class,Poole Agricultural Center,A104,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,6280,001,Special Studies in Agricultural Education,1 TO 3,,Variable Title,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,6280,002,Special Studies in Agricultural Education,1 TO 3,,Variable Title,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,8010,001,Systems for Technology Transfer,3,Kevin D Layfield (Primary),,None,,,Class,Online,COURSE,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,8040,001,Special Problems,3,,Variable Title,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,8040,002,Special Problems,3,,Variable Title,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,8041,001,Special Problems Laboratory,0,,Variable Title,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,8041,002,Special Problems Laboratory,0,,Variable Title,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,8100,001,Clinical Research in Agricultural Education,1 TO 6,,,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,8100,002,Clinical Research in Agricultural Education,1 TO 6,,,None,,,Class,None,None,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,8910,001,Master's Thesis Research,1 TO 12,Kevin D Layfield (Primary),,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,8910,002,Master's Thesis Research,1 TO 12,Catherine A DiBenedetto (Primary),,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,9910,001,Doctoral Dissertation Research,1 TO 12,Kevin D Layfield (Primary),,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGED,9910,002,Doctoral Dissertation Research,1 TO 12,Catherine A DiBenedetto (Primary),,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,1010,001,Introduction to Agricultural Mechanization and Business,1,Hunter F Massey (Primary),,Monday Wednesday,10:10  AM,11:00  AM,Class,Poole Agricultural Center,E145,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,2050,001,Principles of Fabrication,3,Hunter F Massey (Primary),,Tuesday Thursday,11:00  AM,12:15  PM,Class,Lehotsky Hall,138,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,2051,001,Principles of Fabrication Laboratory,0,Hunter F Massey (Primary),,Monday,01:25  PM,04:25  PM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,2051,002,Principles of Fabrication Laboratory,0,Hunter F Massey (Primary),,Tuesday,02:00  PM,05:00  PM,Class,Poole Agricultural Center,E147,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,2051,003,Principles of Fabrication Laboratory,0,Hunter F Massey (Primary),,Wednesday,01:25  PM,04:25  PM,Class,McAdams Hall,230,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,2051,004,Principles of Fabrication Laboratory,0,Hunter F Massey (Primary),,Thursday,02:00  PM,05:00  PM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,2200,001,Calculations for Mechanized Agriculture,3,Aaron Paul Turner (Primary),,Monday Wednesday,11:15  AM,12:05  PM,Class,Poole Agricultural Center,E147,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,2201,001,Calculations for Mechanized Agriculture Laboratory,0,Aaron Paul Turner (Primary),,Tuesday,12:30  PM,02:30  PM,Class,McAdams Hall,142,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,2201,002,Calculations for Mechanized Agriculture Laboratory,0,Aaron Paul Turner (Primary),,Tuesday,02:30  PM,04:30  PM,Class,McAdams Hall,142,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,2210,001,Surveying: Earthwork and Area Measurements,3,Qiong Su (Primary),,Monday Wednesday,09:05  AM,09:55  AM,Class,Poole Agricultural Center,A102,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,2211,001,Surveying: Earthwork and Area Measurements Laboratory,0,Qiong Su (Primary),,Monday,12:30  PM,03:00  PM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,2211,002,Surveying: Earthwork and Area Measurements Laboratory,0,Qiong Su (Primary),,Monday,03:00  PM,05:30  PM,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,3050,001,Agricultural Safety,3,Hunter F Massey (Primary),,Tuesday Thursday,09:30  AM,10:45  AM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,3710,001,Agricultural Mechanization Practicum,1 TO 3,Hunter F Massey (Primary),,None,,,Class,No Building Assigned,ROOM,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4000,001,Senior Seminar in Agricultural Mechanization and Business,1,Aaron Paul Turner (Primary),Consent Required,Tuesday,08:15  AM,09:15  AM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4020,001,Irrigation System Design,3,Qiong Su (Primary),,Tuesday Thursday,09:30  AM,10:45  AM,Class,Poole Agricultural Center,C127,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4021,001,Irrigation System Design Laboratory,0,Qiong Su (Primary),,Thursday,12:30  PM,02:30  PM,Class,McAdams Hall,142,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4021,002,Irrigation System Design Laboratory,0,Qiong Su (Primary),,Thursday,03:00  PM,05:00  PM,Class,McAdams Hall,142,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4040,001,Grain Handling and Storage,3,Aaron Paul Turner (Primary),,Monday Wednesday,10:10  AM,11:00  AM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4041,001,Grain Handling and Storage Laboratory,0,Aaron Paul Turner (Primary),,Wednesday,01:20  PM,03:20  PM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4060,001,Mechanical and Hydraulic Systems,3,Bulent Koc (Primary),,Tuesday Thursday,11:00  AM,12:15  PM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4061,001,Mechanical and Hydraulic Systems Laboratory,0,Bulent Koc (Primary),,Monday,01:00  PM,03:00  PM,Class,McAdams Hall,142,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4061,002,Mechanical and Hydraulic Systems Laboratory,0,Bulent Koc (Primary),,Monday,03:15  PM,05:15  PM,Class,McAdams Hall,142,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4070,001,Applied Measurement and Instrumentation for Agricultural Automation,3,Bulent Koc (Primary),,Monday Wednesday,11:15  AM,12:05  PM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4071,001,Applied Measurement and Instrumentation for Agricultural Automation Laboratory,0,Bulent Koc (Primary),,Wednesday,01:00  PM,03:00  PM,Class,McAdams Hall,142,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4600,001,Electrical Systems,3,Eric S McLamore (Primary),,Monday Wednesday,09:05  AM,09:55  AM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4601,001,Electrical Systems Laboratory,0,Eric S McLamore (Primary),,Tuesday,12:30  PM,02:30  PM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,4601,002,Electrical Systems Laboratory,0,Eric S McLamore (Primary),,Tuesday,03:30  PM,05:30  PM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,6020,001,Landscape Drainage and Irrigation,3,Qiong Su (Primary),,Tuesday Thursday,09:30  AM,10:45  AM,Class,Poole Agricultural Center,C127,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,6021,001,Landscape Drainage and Irrigation Laboratory,0,Qiong Su (Primary),,Thursday,12:30  PM,02:30  PM,Class,McAdams Hall,142,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
AGM,6040,001,Grain Handling and Storage,3,Aaron Paul Turner (Primary),,Monday Wednesday,10:10  AM,11:00  AM,Class,McAdams Hall,143,08/20/2025,12/12/2025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
